Date,Rsum,Lamps,T_inside,CO2,T_Max,T_Avg,T_Min,DP_Max,DP_Avg,DP_Min,H_Max,H_Avg,H_Min,P_Max,P_Avg,P_Min,Produced
4/19/20,1761,549,18.5,688,12.8,7.1,-1.1,0,-5.4,-7.8,81,45.5,23,29.6,29.5,29.5,5840
4/20/20,1523,549,18,786,11.1,6,-1.1,2.2,-1.4,-5,100,63.3,35,29.7,29.6,29.6,9190
4/21/20,1467,489,17.9,760,10,6.1,0,-1.1,-3,-5,75,53.6,35,29.7,29.7,29.7,5525
4/22/20,1897,489,18.5,665,16.1,8.2,-1.1,1.1,-2.7,-6.1,81,50.5,25,29.7,29.7,29.6,5705
4/23/20,2501,489,19.2,658,17.8,9.7,-1.1,-1.1,-6.3,-10,86,39.3,14,29.7,29.6,29.5,5084
4/24/20,1942,489,19.1,643,20,12.7,2.8,1.1,-2.1,-5,61,38.4,24,29.5,29.3,29.2,5980
4/25/20,1599,1208,19.9,519,22.2,12.6,5,8.9,2.7,-2.2,100,55,25,29.2,29,28.9,5181
4/26/20,1015,1209,18.6,642,12.2,8.9,2.8,8.9,2.5,-2.8,100,69.1,38,29.3,29.1,28.9,5812
4/27/20,1923,550,19,659,16.1,9.7,1.1,0,-2.7,-3.9,70,43.8,25,29.4,29.4,29.3,6868
4/28/20,2463,489,20.1,647,20,11.2,-1.1,2.2,-0.9,-2.8,87,49.4,24,29.5,29.4,29.4,5510
4/29/20,2476,489,20.9,596,23.9,15.6,6.1,6.1,2.4,0,76,44.9,22,29.4,29.3,29.2,6261
4/30/20,1726,489,20.6,571,25,15.9,10,12.2,8.9,6.1,100,65.2,36,29.3,29.2,29.2,5185
5/1/20,1385,489,19.9,623,16.1,12.6,10,12.2,10.4,8.9,100,87.9,72,29.4,29.3,29.3,7398
5/2/20,1923,489,20.9,509,23.9,15.8,10,12.8,10.5,7.8,100,74.8,38,29.3,29.3,29.2,4879
5/3/20,1902,700,21.4,500,23.9,16.9,11.1,12.2,10.6,7.8,100,68.5,38,29.3,29.3,29.2,7106
5/4/20,1799,489,21,591,22.8,15.8,11.1,12.8,11.4,10,100,76.3,44,29.4,29.3,29.3,5034
5/5/20,1360,489,19.8,510,17.8,14,7.8,12.8,11.1,7.8,100,83.2,64,29.4,29.3,29.3,6266
5/6/20,1635,609,20.7,517,17.2,11.9,7.2,10,8,5,94,78.8,52,29.3,29.2,29.2,3964
5/7/20,612,609,19.2,965,8.9,7.3,6.1,7.8,5.7,3.9,93,89,76,29.4,29.3,29.2,6662
5/8/20,2380,549,21.7,717,15,10.2,6.1,6.1,2.2,-2.8,100,62.3,31,29.5,29.5,29.4,3581
5/9/20,2343,669,21.7,688,17.8,11.7,2.8,5,1.3,-2.2,87,54.1,27,29.5,29.5,29.4,11440
5/10/20,2455,669,22.6,635,22.2,15.9,8.9,7.8,5,2.8,82,51.4,31,29.4,29.4,29.4,4479
5/11/20,2402,549,23.4,607,27.8,18.8,7.2,10,7.4,6.1,93,52.4,28,29.4,29.3,29.1,8080
5/12/20,890,548,20.5,723,21.1,13.8,6.1,15,6.8,-2.2,94,64.5,40,29.5,29.2,29,13295
5/13/20,2744,548,21.5,714,16.1,9.6,1.1,2.2,-0.9,-2.8,87,51.3,29,29.7,29.6,29.5,17126
5/14/20,376,1208,20.8,770,13.9,10.4,7.2,11.1,6.9,0,94,80.1,44,29.5,29.4,29.3,14835
5/15/20,2343,549,21.7,719,16.1,10.4,2.8,7.2,3.4,-1.1,100,66.2,31,29.6,29.6,29.5,9005
5/16/20,2297,548,21.5,697,17.8,12.6,7.8,7.8,5.6,2.2,100,66.3,37,29.7,29.6,29.5,16040
5/17/20,1509,609,21.4,713,18.9,12.8,5,10,6.3,2.8,94,66.6,42,29.7,29.6,29.5,7444
5/18/20,2068,609,21.9,720,18.9,13.6,10,10,5.7,2.2,94,62.3,34,29.7,29.6,29.5,10055
5/19/20,767,1028,21.8,798,16.1,11.5,7.2,12.8,9.3,3.9,100,86.7,66,29.7,29.6,29.4,14367
5/20/20,1597,489,21.3,643,16.1,13.2,8.9,12.2,9.1,3.9,94,76.8,52,29.5,29.4,29.4,15790
5/21/20,2672,429,21.7,666,16.1,10.1,3.9,3.9,0.7,-2.2,87,56.3,29,29.5,29.5,29.5,6723
5/22/20,1869,489,20,711,12.2,8.2,5,6.1,2.8,1.1,81,69.8,50,29.6,29.6,29.5,9175
5/23/20,1785,489,19.9,665,12.8,9.5,3.9,6.1,3.8,2.2,93,69.8,47,29.7,29.6,29.6,8372
5/24/20,1940,490,20.5,643,17.2,10.9,2.8,6.1,3.8,2.2,100,65,42,29.7,29.7,29.6,7610
5/25/20,404,1379,21.1,836,12.2,10.9,10,11.1,8.8,6.1,100,88,67,29.7,29.7,29.6,7900
5/26/20,1188,1150,20.4,610,15,12,10,11.1,10.2,8.9,100,89.2,72,29.8,29.7,29.7,10261
5/27/20,1342,599,20.7,616,17.8,12.6,8.9,12.2,10.2,8.9,100,86.2,59,29.8,29.7,29.7,5705
5/28/20,1174,680,20.2,657,17.2,12.2,7.8,12.8,10.7,7.8,100,91.4,72,29.7,29.6,29.4,10697
5/29/20,728,430,20.3,717,17.8,14.7,12.2,13.9,12.1,11.1,100,85.3,64,29.4,29.3,29.3,7234
5/30/20,466,310,20,698,17.2,13.9,12.2,13.9,12.4,10,100,91.5,68,29.3,29.2,29.1,8939
5/31/20,1338,250,20,564,17.8,13.4,10,11.1,9.7,7.8,94,79.3,59,29.3,29.3,29.2,6104
6/1/20,1266,250,19.4,694,33.9,29.7,25,28.9,26.2,23.9,100,80.9,52,29.3,29.3,29.3,10040
