Rsum^2,Rsum^3,Rsum^4,Rsum^5,Rsum^6,Rsum^7,Rsum^8,Rsum^9,Rsum^10,Lamps^2,Lamps^3,Lamps^4,Lamps^5,Lamps^6,Lamps^7,Lamps^8,Lamps^9,Lamps^10,T_inside^2,T_inside^3,T_inside^4,T_inside^5,T_inside^6,T_inside^7,T_inside^8,T_inside^9,T_inside^10,CO2^2,CO2^3,CO2^4,CO2^5,CO2^6,CO2^7,CO2^8,CO2^9,CO2^10,T_Max^2,T_Max^3,T_Max^4,T_Max^5,T_Max^6,T_Max^7,T_Max^8,T_Max^9,T_Max^10,T_Avg^2,T_Avg^3,T_Avg^4,T_Avg^5,T_Avg^6,T_Avg^7,T_Avg^8,T_Avg^9,T_Avg^10,T_Min^2,T_Min^3,T_Min^4,T_Min^5,T_Min^6,T_Min^7,T_Min^8,T_Min^9,T_Min^10,DP_Max^2,DP_Max^3,DP_Max^4,DP_Max^5,DP_Max^6,DP_Max^7,DP_Max^8,DP_Max^9,DP_Max^10,DP_Avg^2,DP_Avg^3,DP_Avg^4,DP_Avg^5,DP_Avg^6,DP_Avg^7,DP_Avg^8,DP_Avg^9,DP_Avg^10,DP_Min^2,DP_Min^3,DP_Min^4,DP_Min^5,DP_Min^6,DP_Min^7,DP_Min^8,DP_Min^9,DP_Min^10,H_Max^2,H_Max^3,H_Max^4,H_Max^5,H_Max^6,H_Max^7,H_Max^8,H_Max^9,H_Max^10,H_Avg^2,H_Avg^3,H_Avg^4,H_Avg^5,H_Avg^6,H_Avg^7,H_Avg^8,H_Avg^9,H_Avg^10,H_Min^2,H_Min^3,H_Min^4,H_Min^5,H_Min^6,H_Min^7,H_Min^8,H_Min^9,H_Min^10,P_Max^2,P_Max^3,P_Max^4,P_Max^5,P_Max^6,P_Max^7,P_Max^8,P_Max^9,P_Max^10,P_Avg^2,P_Avg^3,P_Avg^4,P_Avg^5,P_Avg^6,P_Avg^7,P_Avg^8,P_Avg^9,P_Avg^10,P_Min^2,P_Min^3,P_Min^4,P_Min^5,P_Min^6,P_Min^7,P_Min^8,P_Min^9,P_Min^10
2402500.0,3723875000.0,5772006250000.0,8946609687500000.0,1.3867245015625e+19,2.149422977421875e+22,3.3316056150039064e+25,5.163988703256055e+28,8.004182490046885e+31,342225.0,200201625.0,117117950625.0,68514001115625.0,4.008069065264062e+16,2.3447204031794766e+19,1.3716614358599939e+22,8.024219399780964e+24,4.694168348871864e+27,408.03999999999996,8242.408,166496.64159999997,3363232.1603199993,67937289.63846399,1372333250.6969726,27721131664.078846,559966859614.3927,11311330564210.732,367236.0,222545016.0,134862279696.0,81726541495776.0,4.952628414644026e+16,3.0012928192742793e+19,1.8187834484802133e+22,1.1021827697790093e+25,6.679227584860797e+27,357.2099999999999,6751.268999999998,127598.98409999996,2411620.799489999,45579633.11036098,861455065.7858225,16281500743.352045,307720364049.35364,5815914880532.783,163.84000000000003,2097.1520000000005,26843.54560000001,343597.38368000014,4398046.511104002,56294995.34213123,720575940.3792797,9223372036.85478,118059162071.7412,25.0,125.0,625.0,3125.0,15625.0,78125.0,390625.0,1953125.0,9765625.0,100.0,1000.0,10000.0,100000.0,1000000.0,10000000.0,100000000.0,1000000000.0,10000000000.0,60.839999999999996,474.55199999999996,3701.5055999999995,28871.743679999996,225199.60070399995,1756556.8854911996,13701143.706831357,106868920.91328458,833577583.1236198,25.0,125.0,625.0,3125.0,15625.0,78125.0,390625.0,1953125.0,9765625.0,10000.0,1000000.0,100000000.0,10000000000.0,1000000000000.0,100000000000000.0,1e+16,1e+18,1e+20,5580.09,416832.723,31137404.4081,2325964109.2850704,173749518963.59476,12979089066580.53,969537953273565.6,7.242448510953536e+16,5.410109037682292e+18,2401.0,117649.0,5764801.0,282475249.0,13841287201.0,678223072849.0,33232930569601.0,1628413597910449.0,7.9792266297612e+16,882.0899999999999,26198.072999999997,778082.7680999999,23109058.212569997,686339028.9133289,20384269158.72587,605412794014.1583,17980759982220.5,534028571471948.8,882.0899999999999,26198.072999999997,778082.7680999999,23109058.212569997,686339028.9133289,20384269158.72587,605412794014.1583,17980759982220.5,534028571471948.8,876.1600000000001,25934.336000000003,767656.3456000001,22722627.829760004,672589783.7608961,19908657599.322525,589296264939.9468,17443169442222.426,516317815489783.8
2712609.0,4467667023.0,7358247586881.0,1.2119033775593008e+16,1.9960048628401684e+19,3.2874200090977575e+22,5.414380754984006e+25,8.917485103458658e+28,1.4687097965396409e+32,285156.0,152273304.0,81313944336.0,43421646275424.0,2.3187159111076416e+16,1.2381942965314806e+19,6.611957543478106e+21,3.530785328217309e+24,1.8854393652680429e+27,441.0,9261.0,194481.0,4084101.0,85766121.0,1801088541.0,37822859361.0,794280046581.0,16679880978201.0,410881.0,263374721.0,168823196161.0,108215668739201.0,6.936624366182784e+16,4.446376218723164e+19,2.850127156201548e+22,1.8269315071251924e+25,1.1710630960672483e+28,400.0,8000.0,160000.0,3200000.0,64000000.0,1280000000.0,25600000000.0,512000000000.0,10240000000000.0,213.16,3112.136,45437.1856,663382.90976,9685390.482495999,141406701.04444158,2064537835.248847,30142252394.633167,440076884961.6442,37.209999999999994,226.98099999999994,1384.5840999999996,8445.963009999998,51520.37436099998,314274.28360209987,1917073.129972809,11694146.092834134,71334291.16628821,148.83999999999997,1815.8479999999995,22153.345599999993,270270.8163199999,3297303.9591039987,40227108.30106878,490770721.2730391,5987402799.531076,73046314154.27913,92.16,884.736,8493.4656,81537.26976,782757.7896959999,7514474.781081599,72138957.89838335,692533995.8244802,6648326359.9150095,37.209999999999994,226.98099999999994,1384.5840999999996,8445.963009999998,51520.37436099998,314274.28360209987,1917073.129972809,11694146.092834134,71334291.16628821,10000.0,1000000.0,100000000.0,10000000000.0,1000000000000.0,100000000000000.0,1e+16,1e+18,1e+20,5490.8099999999995,406869.02099999995,30148994.456099994,2234040489.1970096,165542400249.49838,12266691858487.83,908961866713948.1,6.735407432350355e+16,4.990936907371613e+18,2401.0,117649.0,5764801.0,282475249.0,13841287201.0,678223072849.0,33232930569601.0,1628413597910449.0,7.9792266297612e+16,876.1600000000001,25934.336000000003,767656.3456000001,22722627.829760004,672589783.7608961,19908657599.322525,589296264939.9468,17443169442222.426,516317815489783.8,876.1600000000001,25934.336000000003,767656.3456000001,22722627.829760004,672589783.7608961,19908657599.322525,589296264939.9468,17443169442222.426,516317815489783.8,864.3599999999999,25412.183999999997,747118.2096,21965275.362239998,645779095.6498559,18985905412.105762,558185619115.9094,16410657202007.736,482473321739027.44
1301881.0,1485446221.0,1694894138161.0,1933874211641701.0,2.2065504754831808e+18,2.5176740925263095e+21,2.872666139572519e+24,3.277712065252244e+27,3.739869466452811e+30,422500.0,274625000.0,178506250000.0,116029062500000.0,7.5418890625e+16,4.902227890625e+19,3.18644812890625e+22,2.0711912837890626e+25,1.3462743344628907e+28,462.25,9938.375,213675.0625,4594013.84375,98771297.640625,2123582899.2734375,45657032334.37891,981626195189.1465,21104963196566.65,367236.0,222545016.0,134862279696.0,81726541495776.0,4.952628414644026e+16,3.0012928192742793e+19,1.8187834484802133e+22,1.1021827697790093e+25,6.679227584860797e+27,492.84,10941.047999999999,242891.26559999996,5392186.096319999,119706531.33830397,2657484995.710348,58996166904.76973,1309714905285.888,29075670897346.71,275.56000000000006,4574.296000000001,75933.31360000002,1260493.0057600006,20924183.89561601,347341452.6672258,5765868114.275949,95713410696.98076,1588842617569.8806,148.83999999999997,1815.8479999999995,22153.345599999993,270270.8163199999,3297303.9591039987,40227108.30106878,490770721.2730391,5987402799.531076,73046314154.27913,225.0,3375.0,50625.0,759375.0,11390625.0,170859375.0,2562890625.0,38443359375.0,576650390625.0,187.68999999999997,2571.3529999999996,35227.53609999999,482617.24456999986,6611856.250608997,90582430.63334326,1240979299.6768026,17001416405.572195,232919404756.33905,123.21,1367.6309999999999,15180.704099999997,168505.81550999996,1870414.5521609995,20761601.528987095,230453776.97175676,2558036924.3865,28394209860.690147,10000.0,1000000.0,100000000.0,10000000000.0,1000000000000.0,100000000000000.0,1e+16,1e+18,1e+20,7089.64,596947.6880000001,50262995.32960001,4232144206.752321,356346542208.5454,30004378853959.523,2526368699503392.0,2.127202444981856e+17,1.7911044586747228e+19,3600.0,216000.0,12960000.0,777600000.0,46656000000.0,2799360000000.0,167961600000000.0,1.0077696e+16,6.0466176e+17,870.25,25672.375,757335.0625,22341384.34375,659070838.140625,19442589725.148438,573556396891.8789,16919913708310.428,499137454395157.6,864.3599999999999,25412.183999999997,747118.2096,21965275.362239998,645779095.6498559,18985905412.105762,558185619115.9094,16410657202007.736,482473321739027.44,864.3599999999999,25412.183999999997,747118.2096,21965275.362239998,645779095.6498559,18985905412.105762,558185619115.9094,16410657202007.736,482473321739027.44
2982529.0,5150827583.0,8895479235841.0,1.5362492640297408e+16,2.6531024789793624e+19,4.581907981197359e+22,7.912955083527839e+25,1.3665673429252577e+29,2.36006180123192e+32,285156.0,152273304.0,81313944336.0,43421646275424.0,2.3187159111076416e+16,1.2381942965314806e+19,6.611957543478106e+21,3.530785328217309e+24,1.8854393652680429e+27,519.84,11852.352,270233.6256,6161326.663680001,140478247.93190402,3202904052.8474116,73026212404.92099,1664997642832.1987,37961946256574.13,345744.0,203297472.0,119538913536.0,70288881159168.0,4.132986212159078e+16,2.430195892749538e+19,1.4289551849367284e+22,8.402256487427962e+24,4.940526814607642e+27,681.21,17779.581000000002,464047.0641000001,12111628.373010002,316113500.5355611,8250562363.978145,215339677699.8296,5620365587965.553,146691541845900.94,313.28999999999996,5545.232999999999,98150.62409999999,1737266.0465699998,30749609.024288993,544268079.7299151,9633545011.219498,170513746698.5851,3018093316564.9565,79.21000000000001,704.969,6274.2241,55840.59449,496981.290961,4423133.4895529,39365888.05702081,350356403.70748526,3118171992.9966187,225.0,3375.0,50625.0,759375.0,11390625.0,170859375.0,2562890625.0,38443359375.0,576650390625.0,127.69000000000001,1442.8970000000002,16304.736100000004,184243.51793000006,2081951.7526090008,23526054.80448171,265844419.29064336,3004041937.98427,33945673899.222256,79.21000000000001,704.969,6274.2241,55840.59449,496981.290961,4423133.4895529,39365888.05702081,350356403.70748526,3118171992.9966187,10000.0,1000000.0,100000000.0,10000000000.0,1000000000000.0,100000000000000.0,1e+16,1e+18,1e+20,5155.24,370146.23199999996,26576499.457599998,1908192661.0556798,137008233063.7978,9837191133980.682,706310323419812.9,5.071308122154256e+16,3.6411992317067556e+18,1296.0,46656.0,1679616.0,60466176.0,2176782336.0,78364164096.0,2821109907456.0,101559956668416.0,3656158440062976.0,870.25,25672.375,757335.0625,22341384.34375,659070838.140625,19442589725.148438,573556396891.8789,16919913708310.428,499137454395157.6,864.3599999999999,25412.183999999997,747118.2096,21965275.362239998,645779095.6498559,18985905412.105762,558185619115.9094,16410657202007.736,482473321739027.44,864.3599999999999,25412.183999999997,747118.2096,21965275.362239998,645779095.6498559,18985905412.105762,558185619115.9094,16410657202007.736,482473321739027.44
1012036.0,1018108216.0,1024216865296.0,1030362166487776.0,1.0365443394867026e+18,1.0427636055236228e+21,1.0490201871567646e+24,1.0553143082797052e+27,1.0616461941293834e+30,622521.0,491169069.0,387532395441.0,305763060002949.0,2.4124705434232675e+17,1.903439258760958e+20,1.501813575162396e+23,1.1849309108031304e+26,9.3491048862367e+28,529.0,12167.0,279841.0,6436343.0,148035889.0,3404825447.0,78310985281.0,1801152661463.0,41426511213649.0,343396.0,201230056.0,117920812816.0,69101596310176.0,4.049353543776314e+16,2.3729211766529196e+19,1.3905318095186108e+22,8.14851640377906e+24,4.775030612614529e+27,625.0,15625.0,390625.0,9765625.0,244140625.0,6103515625.0,152587890625.0,3814697265625.0,95367431640625.0,345.96000000000004,6434.856000000002,119688.32160000004,2226202.781760001,41407371.74073602,770177114.3776901,14325294327.425037,266450474490.1057,4955978825515.967,163.84000000000003,2097.1520000000005,26843.54560000001,343597.38368000014,4398046.511104002,56294995.34213123,720575940.3792797,9223372036.85478,118059162071.7412,259.21000000000004,4173.281000000001,67189.82410000001,1081756.1680100004,17416274.304961007,280402016.3098722,4514472462.588943,72683006647.68198,1170196407027.68,201.64,2863.2879999999996,40658.68959999999,577353.3923199999,8198418.170943998,116417538.02740477,1653129039.9891477,23474432367.845894,333336939623.4117,148.83999999999997,1815.8479999999995,22153.345599999993,270270.8163199999,3297303.9591039987,40227108.30106878,490770721.2730391,5987402799.531076,73046314154.27913,10000.0,1000000.0,100000000.0,10000000000.0,1000000000000.0,100000000000000.0,1e+16,1e+18,1e+20,6052.839999999999,470910.95199999993,36636872.06559999,2850348646.7036796,221757124713.54626,17252704302713.898,1342260394751141.2,1.0442785871163878e+17,8.124487407765497e+18,2500.0,125000.0,6250000.0,312500000.0,15625000000.0,781250000000.0,39062500000000.0,1953125000000000.0,9.765625e+16,864.3599999999999,25412.183999999997,747118.2096,21965275.362239998,645779095.6498559,18985905412.105762,558185619115.9094,16410657202007.736,482473321739027.44,864.3599999999999,25412.183999999997,747118.2096,21965275.362239998,645779095.6498559,18985905412.105762,558185619115.9094,16410657202007.736,482473321739027.44,858.49,25153.757,737005.0801,21594248.84693,632711491.215049,18538446692.600937,543176488093.20746,15915071101130.979,466311583263137.7
859329.0,796597983.0,738446330241.0,684539748133407.0,6.345683465196684e+17,5.882448572237326e+20,5.453029826464001e+23,5.054958649132129e+26,4.6859466677454834e+29,611524.0,478211768.0,373961602576.0,292437973214432.0,2.2868649505368582e+17,1.788328391319823e+20,1.3984728020121016e+23,1.0936057311734634e+26,8.551996817776484e+28,424.36000000000007,8741.816000000003,180081.40960000007,3709677.0377600016,76419346.97785604,1574238547.7438345,32429314083.52299,668043870120.5736,13761703724483.816,364816.0,220348864.0,133090713856.0,80386791169024.0,4.85536218660905e+16,2.932638760711866e+19,1.771313811469967e+22,1.06987354212786e+25,6.462036194452274e+27,357.2099999999999,6751.268999999998,127598.98409999996,2411620.799489999,45579633.11036098,861455065.7858225,16281500743.352045,307720364049.35364,5815914880532.783,228.01,3442.9509999999996,51988.560099999995,785027.2575099999,11853911.588401,178994064.9848551,2702810381.2713118,40812436757.19681,616267795033.6718,163.84000000000003,2097.1520000000005,26843.54560000001,343597.38368000014,4398046.511104002,56294995.34213123,720575940.3792797,9223372036.85478,118059162071.7412,193.21,2685.619,37330.104100000004,518888.4469900001,7212549.413161001,100254436.84293792,1393536672.116837,19370159742.424034,269245220419.6941,136.89,1601.6129999999998,18738.872099999997,219244.80356999996,2565164.2017689995,30012421.160697293,351145327.5801583,4108400332.687852,48068283892.44786,100.0,1000.0,10000.0,100000.0,1000000.0,10000000.0,100000000.0,1000000000.0,10000000000.0,10000.0,1000000.0,100000000.0,10000000000.0,1000000000000.0,100000000000000.0,1e+16,1e+18,1e+20,6674.89,545338.513,44554156.5121,3640074587.0385704,297394093761.0512,24297097460277.883,1985072862504703.0,1.6218045286663424e+17,1.3250142999204018e+19,3136.0,175616.0,9834496.0,550731776.0,30840979456.0,1727094849536.0,96717311574016.0,5416169448144896.0,3.033054890961142e+17,864.3599999999999,25412.183999999997,747118.2096,21965275.362239998,645779095.6498559,18985905412.105762,558185619115.9094,16410657202007.736,482473321739027.44,864.3599999999999,25412.183999999997,747118.2096,21965275.362239998,645779095.6498559,18985905412.105762,558185619115.9094,16410657202007.736,482473321739027.44,864.3599999999999,25412.183999999997,747118.2096,21965275.362239998,645779095.6498559,18985905412.105762,558185619115.9094,16410657202007.736,482473321739027.44
264196.0,135796744.0,69799526416.0,35876956577824.0,1.8440755681001536e+16,9.47854842003479e+18,4.871973887897881e+21,2.504194578379511e+24,1.2871560132870686e+27,835396.0,763551944.0,697886476816.0,637868239809824.0,5.830115711861791e+17,5.328725760641677e+20,4.8704553452264925e+23,4.4515961855370144e+26,4.0687589135808314e+29,408.03999999999996,8242.408,166496.64159999997,3363232.1603199993,67937289.63846399,1372333250.6969726,27721131664.078846,559966859614.3927,11311330564210.732,478864.0,331373888.0,229310730496.0,158683025503232.0,1.0980865364823654e+17,7.598758832457969e+19,5.258341112060914e+22,3.6387720495461526e+25,2.5180302582859377e+28,259.21000000000004,4173.281000000001,67189.82410000001,1081756.1680100004,17416274.304961007,280402016.3098722,4514472462.588943,72683006647.68198,1170196407027.68,179.56,2406.1040000000003,32241.793600000005,432040.03424000007,5789336.458816001,77577108.54813442,1039533254.5450011,13929745610.903015,186658591186.1004,148.83999999999997,1815.8479999999995,22153.345599999993,270270.8163199999,3297303.9591039987,40227108.30106878,490770721.2730391,5987402799.531076,73046314154.27913,193.21,2685.619,37330.104100000004,518888.4469900001,7212549.413161001,100254436.84293792,1393536672.116837,19370159742.424034,269245220419.6941,129.96,1481.544,16889.6016,192541.45824000004,2194972.6239360003,25022687.912870403,285258642.2067226,3251948521.156638,37072213141.18568,79.21000000000001,704.969,6274.2241,55840.59449,496981.290961,4423133.4895529,39365888.05702081,350356403.70748526,3118171992.9966187,10000.0,1000000.0,100000000.0,10000000000.0,1000000000000.0,100000000000000.0,1e+16,1e+18,1e+20,7551.610000000001,656234.9090000001,57026813.59210001,4955630101.153491,430644255790.2384,37422985828171.72,3252057468468122.5,2.8260379400987987e+17,2.4558269699458564e+19,5929.0,456533.0,35153041.0,2706784157.0,208422380089.0,16048523266853.0,1235736291547681.0,9.515169444917144e+16,7.326680472586201e+18,864.3599999999999,25412.183999999997,747118.2096,21965275.362239998,645779095.6498559,18985905412.105762,558185619115.9094,16410657202007.736,482473321739027.44,858.49,25153.757,737005.0801,21594248.84693,632711491.215049,18538446692.600937,543176488093.20746,15915071101130.979,466311583263137.7,858.49,25153.757,737005.0801,21594248.84693,632711491.215049,18538446692.600937,543176488093.20746,15915071101130.979,466311583263137.7
851929.0,786330467.0,725783021041.0,669897728420843.0,6.183156033324381e+17,5.707053018758404e+20,5.2676099363140067e+23,4.862003971217828e+26,4.487629665434055e+29,678976.0,559476224.0,461008408576.0,379870928666624.0,3.130136452212982e+17,2.579232436623497e+20,2.1252875277777613e+23,1.7512369228888753e+26,1.4430192244604331e+29,412.09000000000003,8365.427000000001,169818.16810000004,3447308.812430001,69980368.89232902,1420601488.5142791,28838210216.839867,585415667401.8494,11883938048257.543,504100.0,357911000.0,254116810000.0,180422935100000.0,1.28100283921e+17,9.095120158391e+19,6.45753531245761e+22,4.584850071844903e+25,3.2552435510098814e+28,295.84,5088.447999999999,87521.30559999999,1505366.4563199999,25892303.048704,445347612.43770874,7659978933.92859,131751637663.57175,2266128167813.434,190.44000000000003,2628.0720000000006,36267.39360000001,500490.0316800002,6906762.437184003,95313321.63313925,1315323838.5373218,18151468971.81504,250490271811.04758,123.21,1367.6309999999999,15180.704099999997,168505.81550999996,1870414.5521609995,20761601.528987095,230453776.97175676,2558036924.3865,28394209860.690147,225.0,3375.0,50625.0,759375.0,11390625.0,170859375.0,2562890625.0,38443359375.0,576650390625.0,121.0,1331.0,14641.0,161051.0,1771561.0,19487171.0,214358881.0,2357947691.0,25937424601.0,51.84,373.24800000000005,2687.3856000000005,19349.176320000006,139314.06950400004,1003061.3004288003,7222041.363087363,51998697.81422901,374390624.2624489,10000.0,1000000.0,100000000.0,10000000000.0,1000000000000.0,100000000000000.0,1e+16,1e+18,1e+20,7140.25,603351.125,50983170.0625,4308077870.28125,364032580038.7656,30760753013275.695,2599283629621796.5,2.196394667030418e+17,1.855953493640703e+19,3025.0,166375.0,9150625.0,503284375.0,27680640625.0,1522435234375.0,83733937890625.0,4605366583984375.0,2.5329516211914064e+17,864.3599999999999,25412.183999999997,747118.2096,21965275.362239998,645779095.6498559,18985905412.105762,558185619115.9094,16410657202007.736,482473321739027.44,864.3599999999999,25412.183999999997,747118.2096,21965275.362239998,645779095.6498559,18985905412.105762,558185619115.9094,16410657202007.736,482473321739027.44,858.49,25153.757,737005.0801,21594248.84693,632711491.215049,18538446692.600937,543176488093.20746,15915071101130.979,466311583263137.7
1567504.0,1962515008.0,2457068790016.0,3076250125100032.0,3.85146515662524e+18,4.8220343760948e+21,6.03718703887069e+24,7.558558172666104e+27,9.463314832177963e+30,712336.0,601211584.0,507422576896.0,428264654900224.0,3.6145536873578906e+17,3.05068331213006e+20,2.5747767154377705e+23,2.1731115478294783e+26,1.8341061463680796e+29,436.80999999999995,9129.328999999998,190802.97609999994,3987782.2004899983,83344647.99024096,1741903142.996036,36405775688.61715,760880711892.0984,15902406878544.855,400689.0,253636137.0,160551674721.0,101629210098393.0,6.433128999228277e+16,4.0721706565114995e+19,2.5776840255717792e+22,1.6316739881869363e+25,1.0328496345223306e+28,357.2099999999999,6751.268999999998,127598.98409999996,2411620.799489999,45579633.11036098,861455065.7858225,16281500743.352045,307720364049.35364,5815914880532.783,210.25,3048.625,44205.0625,640973.40625,9294114.390625,134764658.6640625,1954087550.6289062,28334269484.11914,410846907519.72754,100.0,1000.0,10000.0,100000.0,1000000.0,10000000.0,100000000.0,1000000000.0,10000000000.0,123.21,1367.6309999999999,15180.704099999997,168505.81550999996,1870414.5521609995,20761601.528987095,230453776.97175676,2558036924.3865,28394209860.690147,88.36000000000001,830.5840000000002,7807.489600000002,73390.40224000002,689869.7810560003,6484775.941926403,60956893.85410819,572994802.2286171,5386151140.949,60.839999999999996,474.55199999999996,3701.5055999999995,28871.743679999996,225199.60070399995,1756556.8854911996,13701143.706831357,106868920.91328458,833577583.1236198,8836.0,830584.0,78074896.0,7339040224.0,689869781056.0,64847759419264.0,6095689385410816.0,5.729948022286167e+17,5.386151140948997e+19,5343.609999999999,390617.8909999999,28554167.83209999,2087309668.526509,152582336769.2878,11153768817834.938,815340500583733.9,5.960139059267094e+16,4.3568616523242455e+18,2704.0,140608.0,7311616.0,380204032.0,19770609664.0,1028071702528.0,53459728531456.0,2779905883635712.0,1.4455510594905702e+17,876.1600000000001,25934.336000000003,767656.3456000001,22722627.829760004,672589783.7608961,19908657599.322525,589296264939.9468,17443169442222.426,516317815489783.8,870.25,25672.375,757335.0625,22341384.34375,659070838.140625,19442589725.148438,573556396891.8789,16919913708310.428,499137454395157.6,864.3599999999999,25412.183999999997,747118.2096,21965275.362239998,645779095.6498559,18985905412.105762,558185619115.9094,16410657202007.736,482473321739027.44
3444736.0,6393430016.0,11866206109696.0,2.2023678539595776e+16,4.087594736948976e+19,7.5865758317773e+22,1.4080684743778668e+26,2.6133750884453208e+29,4.850424164154515e+32,285156.0,152273304.0,81313944336.0,43421646275424.0,2.3187159111076416e+16,1.2381942965314806e+19,6.611957543478106e+21,3.530785328217309e+24,1.8854393652680429e+27,501.75999999999993,11239.423999999997,251763.09759999992,5639493.386239998,126324651.85177594,2829672201.479781,63384657313.147095,1419816323814.4949,31803885653444.684,511225.0,365525875.0,261351000625.0,186865965446875.0,1.3360916529451563e+17,9.553055318557868e+19,6.830434552768875e+22,4.883760705229746e+25,3.491888904239268e+28,625.0,15625.0,390625.0,9765625.0,244140625.0,6103515625.0,152587890625.0,3814697265625.0,95367431640625.0,259.21000000000004,4173.281000000001,67189.82410000001,1081756.1680100004,17416274.304961007,280402016.3098722,4514472462.588943,72683006647.68198,1170196407027.68,51.84,373.24800000000005,2687.3856000000005,19349.176320000006,139314.06950400004,1003061.3004288003,7222041.363087363,51998697.81422901,374390624.2624489,163.84000000000003,2097.1520000000005,26843.54560000001,343597.38368000014,4398046.511104002,56294995.34213123,720575940.3792797,9223372036.85478,118059162071.7412,98.01,970.2990000000001,9605.960100000002,95099.00499000003,941480.1494010004,9320653.479069903,92274469.44279204,913517247.4836413,9043820750.088049,51.84,373.24800000000005,2687.3856000000005,19349.176320000006,139314.06950400004,1003061.3004288003,7222041.363087363,51998697.81422901,374390624.2624489,10000.0,1000000.0,100000000.0,10000000000.0,1000000000000.0,100000000000000.0,1e+16,1e+18,1e+20,5155.24,370146.23199999996,26576499.457599998,1908192661.0556798,137008233063.7978,9837191133980.682,706310323419812.9,5.071308122154256e+16,3.6411992317067556e+18,1444.0,54872.0,2085136.0,79235168.0,3010936384.0,114415582592.0,4347792138496.0,165216101262848.0,6278211847988224.0,876.1600000000001,25934.336000000003,767656.3456000001,22722627.829760004,672589783.7608961,19908657599.322525,589296264939.9468,17443169442222.426,516317815489783.8,870.25,25672.375,757335.0625,22341384.34375,659070838.140625,19442589725.148438,573556396891.8789,16919913708310.428,499137454395157.6,870.25,25672.375,757335.0625,22341384.34375,659070838.140625,19442589725.148438,573556396891.8789,16919913708310.428,499137454395157.6
2433600.0,3796416000.0,5922408960000.0,9238957977600000.0,1.4412774445056e+19,2.248392813428736e+22,3.5074927889488283e+25,5.471688750760172e+28,8.535834451185868e+31,285156.0,152273304.0,81313944336.0,43421646275424.0,2.3187159111076416e+16,1.2381942965314806e+19,6.611957543478106e+21,3.530785328217309e+24,1.8854393652680429e+27,542.89,12649.337,294729.5521,6867198.563929999,160005726.539569,3728133428.371958,86865508881.06662,2023966356928.8523,47158416116442.26,419904.0,272097792.0,176319369216.0,114254951251968.0,7.403720841127526e+16,4.797611105050637e+19,3.108851996072813e+22,2.014536093455183e+25,1.3054193885589586e+28,739.8399999999999,20123.647999999997,547363.2255999999,14888279.736319996,404961208.82790387,11014944880.118984,299606500739.2364,8149296820107.2295,221660873506916.62,404.01000000000005,8120.6010000000015,163224.08010000005,3280804.0100100012,65944160.60120103,1325477628.0841408,26642100324.49123,535506216522.27374,10763674952097.703,163.84000000000003,2097.1520000000005,26843.54560000001,343597.38368000014,4398046.511104002,56294995.34213123,720575940.3792797,9223372036.85478,118059162071.7412,193.21,2685.619,37330.104100000004,518888.4469900001,7212549.413161001,100254436.84293792,1393536672.116837,19370159742.424034,269245220419.6941,141.61,1685.159,20053.3921,238635.36599000002,2839760.8552810005,33793154.177843906,402138534.7163425,4785448563.124476,56946837901.181274,79.21000000000001,704.969,6274.2241,55840.59449,496981.290961,4423133.4895529,39365888.05702081,350356403.70748526,3118171992.9966187,8836.0,830584.0,78074896.0,7339040224.0,689869781056.0,64847759419264.0,6095689385410816.0,5.729948022286167e+17,5.386151140948997e+19,3943.8399999999997,247673.15199999997,15553873.945599997,976783283.7836798,61341990221.61509,3852276985917.4272,241922994715614.4,1.5192764068140584e+16,9.541055834792287e+17,1156.0,39304.0,1336336.0,45435424.0,1544804416.0,52523350144.0,1785793904896.0,60716992766464.0,2064377754059776.0,870.25,25672.375,757335.0625,22341384.34375,659070838.140625,19442589725.148438,573556396891.8789,16919913708310.428,499137454395157.6,870.25,25672.375,757335.0625,22341384.34375,659070838.140625,19442589725.148438,573556396891.8789,16919913708310.428,499137454395157.6,864.3599999999999,25412.183999999997,747118.2096,21965275.362239998,645779095.6498559,18985905412.105762,558185619115.9094,16410657202007.736,482473321739027.44
